label	description	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol	Organism
x0so3828	seq.22990.20	Protein lin-7 homolog B	LIN7B	Q9HAP6	64130	LIN7B	Human
x0so3829	seq.22991.9	Melanoma-associated antigen 6	MAGE-6	P43360	4105	MAGEA6	Human
x0so3830	seq.22992.6	Microtubule-associated protein RP/EB family member 3	MARE3	Q9UPY8	22924	MAPRE3	Human
x0so3831	seq.22993.9	C-C motif chemokine 22	MDC	O00626	6367	CCL22	Human
x0so3832	seq.23000.22	Neuroligin-1	NLGN1	Q8N2Q7	22871	NLGN1	Human
x0so3833	seq.23002.27	Neurexophilin-1	NXPH1	P58417	30010	NXPH1	Human
x0so3834	seq.23006.19	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta	PI42B	P78356	8396	PIP4K2B	Human
x0so3835	seq.23007.8	Junction plakoglobin	PLAK	P14923	3728	JUP	Human
x0so3836	seq.23008.4	Ras-related protein Rab-2A	RAB2A	P61019	5862	RAB2A	Human
x0so3837	seq.23016.24	TATA-binding protein-associated factor 2N	RBP56	Q92804	8148	TAF15	Human
x0so3838	seq.23017.17	Reticulocalbin-3	RCN3	Q96D15	57333	RCN3	Human
x0so3839	seq.23018.4	Lithostathine-1-beta	REG1B	P48304	5968	REG1B	Human
x0so3840	seq.23020.18	Regulator of G-protein signaling 4	RGS4	P49798	5999	RGS4	Human
x0so3841	seq.23022.5	Rab GDP dissociation inhibitor alpha	RhoGDI	P31150	2664	GDI1	Human
x0so3842	seq.23023.21	Protein S100-A14	S100A14	Q9HCY8	57402	S100A14	Human
x0so3843	seq.23024.25	GTP-binding protein SAR1a	SAR1A	Q9NR31	56681	SAR1A	Human
x0so3844	seq.23028.49	Syntenin-2	SDCB2	Q9H190	27111	SDCBP2	Human
x0so3845	seq.23029.3	Endophilin-A3	SH3G3	Q99963	6457	SH3GL3	Human
x0so3846	seq.23030.4	Sialic acid-binding Ig-like lectin 5	Siglec-5	O15389	8778	SIGLEC5	Human
x0so3847	seq.23031.6	NAD-dependent protein deacetylase sirtuin-2	SIRT2	Q8IXJ6	22933	SIRT2	Human
x0so3848	seq.23034.13	VPS10 domain-containing receptor SorCS3	SORC3	Q9UPU3	22986	SORCS3	Human
x0so3849	seq.23037.37	Ubiquitin-conjugating enzyme E2 D3	UB2D3	P61077	7323	UBE2D3	Human
x0so3850	seq.23038.63	Netrin receptor UNC5B	UNC5B	Q8IZJ1	219699	UNC5B	Human
x0so3851	seq.23039.56	Homeobox protein MOX-2	MEOX2	P50222	4223	MEOX2	Human
x0so3852	seq.2305.52	HCE003300	HCE003300	HCE003300	HCE003300	HCE003300	Human
x0so3853	seq.2312.13	HCE000483	HCE000483	HCE000483	HCE000483	HCE000483	Human
x0so3854	seq.23148.100	Endothelial cell-derived lipase	Endothelial lipase	Q9Y5X9	9388	LIPG	Human
x0so3855	seq.23152.49	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 2	BACD2	Q13829	7126	TNFAIP1	Human
x0so3856	seq.23153.14	BIK	BIK	Q13323	638	BIK	Human
x0so3857	seq.23156.146	Caspase-10:region 2	Caspase-10:region 2	Q92851	843	CASP10	Human
x0so3858	seq.23161.3	BTB/POZ domain-containing protein KCTD6	KCTD6	Q8NC69	200845	KCTD6	Human
x0so3859	seq.23162.36	Mitogen-activated protein kinase kinase kinase 10	M3K10	Q02779	4294	MAP3K10	Human
x0so3860	seq.23164.8	Mitochondrial pyruvate carrier 1	MPC1	Q9Y5U8	51660	MPC1	Human
x0so3861	seq.23173.3	Metalloproteinase inhibitor 1	TIMP-1	P01033	7076	TIMP1	Human
x0so3862	seq.23176.17	Beta-dystroglycan	Beta-dystroglycan	Q14118	1605	DAG1	Human
x0so3863	seq.23178.95	Histamine N-methyltransferase	HNMT	P50135	3176	HNMT	Human
x0so3864	seq.23181.2	Leukocyte tyrosine kinase receptor	LTK	P29376	4058	LTK	Human
x0so3865	seq.23183.6	E3 ubiquitin-protein ligase RNF31	RNF31	Q96EP0	55072	RNF31	Human
x0so3866	seq.23187.9	Deubiquitinating protein VCIP135	VCIP1	Q96JH7	80124	VCPIP1	Human
x0so3867	seq.23200.25	Complement C1q tumor necrosis factor-related protein 4	C1QT4	Q9BXJ3	114900	C1QTNF4	Human
x0so3868	seq.23202.78	Ecto-ADP-ribosyltransferase 5	NAR5	Q96L15	116969	ART5	Human
x0so3869	seq.23203.3	Retinoid-inducible serine carboxypeptidase	RISC	Q9HB40	59342	SCPEP1	Human
x0so3870	seq.23210.4	ETS translocation variant 2	ETV2	O00321	2116	ETV2	Human
x0so3871	seq.23212.8	Protein EURL homolog	EURL	Q9NYK6	54149	EURL	Human
x0so3872	seq.23213.21	Uncharacterized protein C11orf70	CK070	Q9BRQ4	85016	CFAP300	Human
x0so3873	seq.23224.11	Regucalcin	RGN	Q15493	9104	RGN	Human
x0so3874	seq.23225.26	E3 ubiquitin-protein ligase TRIM62	TRI62	Q9BVG3	55223	TRIM62	Human
x0so3875	seq.23226.42	ATP synthase B chain, mitochondrial	AT5F1	P24539	515	ATP5PB	Human
x0so3876	seq.23228.2	Uncharacterized protein C12orf76	CL076	Q8N812	400073	C12orf76	Human
x0so3877	seq.23241.27	Mitochondrial import inner membrane translocase subunit Tim10 B	T10B	Q9Y5J6	26515	TIMM10B	Human
x0so3878	seq.23242.2	Sjoegren syndrome nuclear autoantigen 1	SSNA1	O43805	8636	SSNA1	Human
x0so3879	seq.23243.120	40S ribosomal protein S25	RS25	P62851	6230	RPS25	Human
x0so3880	seq.23245.5	Speriolin-like protein	SPC1L	Q9H0A9	84221	SPATC1L	Human
x0so3881	seq.23246.67	Biogenesis of lysosome-related organelles complex 1 subunit 1	BL1S1	P78537	2647	BLOC1S1	Human
x0so3882	seq.23248.1	X antigen family member 2	XAGE2	Q96GT9	9502	XAGE2	Human
x0so3883	seq.23250.3	Transcription elongation factor A protein-like 4	TCAL4	Q96EI5	79921	TCEAL4	Human
x0so3884	seq.23252.4	DnaJ homolog subfamily B member 3	DNJB3	Q8WWF6	414061	DNAJB3	Human
x0so3885	seq.23253.5	Catechol O-methyltransferase domain-containing protein 1	CMTD1	Q86VU5	118881	COMTD1	Human
x0so3886	seq.23254.31	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	NDUF3	Q9BU61	25915	NDUFAF3	Human
x0so3887	seq.23255.7	Ras-related protein Rab-33A	Rab-33A	Q14088	9363	RAB33A	Human
x0so3888	seq.23256.21	TLD domain-containing protein 2	TLDC2	A0PJX2	140711	TLDC2	Human
x0so3889	seq.23257.14	COMM domain-containing protein 10	COMDA	Q9Y6G5	51397	COMMD10	Human
x0so3890	seq.23258.56	Cytochrome c oxidase assembly factor 7	COA7	Q96BR5	65260	COA7	Human
x0so3891	seq.23259.23	EEF1A lysine methyltransferase 1	EFMT1	Q8WVE0	221143	EEF1AKMT1	Human
x0so3892	seq.23261.27	Uncharacterized protein C1orf50	CA050	Q9BV19	79078	C1orf50	Human
x0so3893	seq.23262.11	Beta-crystallin B3	CRBB3	P26998	1417	CRYBB3	Human
x0so3894	seq.23263.9	BTB/POZ domain-containing protein KCTD15	KCD15	Q96SI1	79047	KCTD15	Human
x0so3895	seq.23264.42	Mediator of RNA polymerase II transcription subunit 10	MED10	Q9BTT4	84246	MED10	Human
x0so3896	seq.23265.15	Tumor protein D54	TPD54	O43399	7165	TPD52L2	Human
x0so3897	seq.23266.62	MIT domain-containing protein 1	MITD1	Q8WV92	129531	MITD1	Human
x0so3898	seq.23267.5	BTB/POZ domain-containing protein KCTD6	KCTD6	Q8NC69	200845	KCTD6	Human
x0so3899	seq.23268.15	Protein FRG1	FRG1	Q14331	2483	FRG1	Human
x0so3900	seq.23269.40	CKLF-like MARVEL transmembrane domain-containing protein 4	CKLF4	Q8IZR5	146223	CMTM4	Human
x0so3901	seq.23270.14	Spermatogenesis-associated protein 33	SPT33	Q96N06	124045	SPATA33	Human
x0so3902	seq.23271.20	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase	EBP	Q15125	10682	EBP	Human
x0so3903	seq.23272.8	Protein DPCD	DPCD	Q9BVM2	25911	DPCD	Human
x0so3904	seq.23273.42	UPF0193 protein EVG1	EVG1	Q9BZE7	84645	C22orf23	Human
x0so3905	seq.23274.27	EF-hand calcium-binding domain-containing protein 1	EFCB1	Q9HAE3	79645	EFCAB1	Human
x0so3906	seq.23275.9	Sarcospan	SSPN	Q14714	8082	SSPN	Human
x0so3907	seq.23276.14	UPF0561 protein C2orf68	CB068	Q2NKX9	388969	C2orf68	Human
x0so3908	seq.23278.13	39S ribosomal protein L12, mitochondrial	39S ribosomal protein L12	P52815	6182	MRPL12	Human
x0so3909	seq.23280.9	Akirin-2	AKIR2	Q53H80	55122	AKIRIN2	Human
x0so3910	seq.23281.29	ADP-ribosylation factor-like protein 8A	ARL8A	Q96BM9	127829	ARL8A	Human
x0so3911	seq.23282.19	Ras-related protein Rab-37	RAB37	Q96AX2	326624	RAB37	Human
x0so3912	seq.23283.9	Ras-related protein Rab-43	RAB43	Q86YS6	339122	RAB43	Human
x0so3913	seq.23284.5	LIM domain only transcription factor protein 4	LMO4	P61968	8543	LMO4	Human
x0so3914	seq.23285.51	BTB/POZ domain-containing protein KCTD2	KCTD2	Q14681	23510	KCTD2	Human
x0so3915	seq.23286.2	RING finger protein 141	RN141	Q8WVD5	50862	RNF141	Human
x0so3916	seq.23287.109	NADH dehydrogenase	NDUB6	O95139	4712	NDUFB6	Human
x0so3917	seq.23288.28	Leucine-rich repeat-containing protein 20	LRC20	Q8TCA0	55222	LRRC20	Human
x0so3918	seq.23289.25	Neurogenin-1	NGN1	Q92886	4762	NEUROG1	Human
x0so3919	seq.23290.3	Survival motor neuron protein	SMN	Q16637	6606	SMN1	Human
x0so3920	seq.23291.18	PTB-containing, cubilin and LRP1-interacting protein	PCLI1	Q7Z2X4	55022	PID1	Human
x0so3921	seq.23292.1	Centrosomal protein of 112 kDa	CE112	Q8N8E3	201134	CEP112	Human
x0so3922	seq.23293.15	Glutathione-specific gamma-glutamylcyclotransferase 1	CHAC1	Q9BUX1	79094	CHAC1	Human
x0so3923	seq.23294.19	Max-like protein X	MLX	Q9UH92	6945	MLX	Human
x0so3924	seq.23296.29	SARP-3	SARP-3	Q5T4F7	6425	SFRP5	Human
x0so3925	seq.23298.148	Acyl-coenzyme A thioesterase THEM4	THEM4	Q5T1C6	117145	THEM4	Human
x0so3926	seq.23299.52	Tubulin polymerization-promoting protein	TPPP	O94811	11076	TPPP	Human
x0so3927	seq.2330.2	Stromal cell-derived factor 1	SDF-1	P48061	6387	CXCL12	Human
x0so3928	seq.23300.3	RNA-binding protein with multiple splicing 2	RBPS2	Q6ZRY4	348093	RBPMS2	Human
x0so3929	seq.23301.2	MSX-2	MSX-2	P35548	4488	MSX2	Human
x0so3930	seq.23302.19	Proline-rich AKT1 substrate 1	AKTS1	Q96B36	84335	AKT1S1	Human
x0so3931	seq.23303.131	Thioredoxin domain-containing protein 9	TXND9	O14530	10190	TXNDC9	Human
x0so3932	seq.23304.1	Protein NipSnap homolog 3B	NPS3B	Q9BS92	55335	NIPSNAP3B	Human
x0so3933	seq.23305.38	Receptor expression-enhancing protein 2	REEP2	Q9BRK0	51308	REEP2	Human
x0so3934	seq.23306.37	Polyamine-modulated factor 1	PMF1	Q6P1K2	100527963	PMF1	Human
x0so3935	seq.23307.7	Clusterin-associated protein 1	CLUA1	Q96AJ1	23059	CLUAP1	Human
x0so3936	seq.23308.31	BTB/POZ domain-containing protein KCTD1	KCTD1	Q719H9	284252	KCTD1	Human
x0so3937	seq.23309.11	Homologous-pairing protein 2 homolog	HOP2	Q9P2W1	29893	PSMC3IP	Human
x0so3938	seq.23310.51	Ras-related protein Rab-38	RAB38	P57729	23682	RAB38	Human
x0so3939	seq.23311.19	Ribonuclease P protein subunit p25	RPP25	Q9BUL9	54913	RPP25	Human
x0so3940	seq.23312.16	Rab-like protein 3	RABL3	Q5HYI8	285282	RABL3	Human
x0so3941	seq.23314.46	Coiled-coil domain-containing protein 103	CC103	Q8IW40	388389	CCDC103	Human
x0so3942	seq.23315.30	Protein FAM9B	FAM9B	Q8IZU0	171483	FAM9B	Human
x0so3943	seq.23317.10	Dehydrogenase/reductase SDR family member 11	DHR11	Q6UWP2	79154	DHRS11	Human
x0so3944	seq.23318.60	Phosphatidylcholine transfer protein	PPCT	Q9UKL6	58488	PCTP	Human
x0so3945	seq.23319.6	AN1-type zinc finger protein 2B	ZFN2B	Q8WV99	130617	ZFAND2B	Human
x0so3946	seq.23320.11	Multivesicular body subunit 12B	MB12B	Q9H7P6	89853	MVB12B	Human
x0so3947	seq.23321.42	Coiled-coil domain-containing protein 95	CCD95	Q8NBZ0	283899	INO80E	Human
x0so3948	seq.23322.2	Musculin	MUSC	O60682	9242	MSC	Human
x0so3949	seq.23323.25	Dual specificity phosphatase DUPD1	DUPD1	Q68J44	338599	DUPD1	Human
x0so3950	seq.23324.6	Heat shock protein beta-3	HSPB3	Q12988	8988	HSPB3	Human
x0so3951	seq.23325.18	Uncharacterized protein C16orf45	CP045	Q96MC5	89927	BMERB1	Human
x0so3952	seq.23326.10	Glutathione S-transferase A2	GSTA2	P09210	2939	GSTA2	Human
x0so3953	seq.23327.1	BLOC-1-related complex subunit 5	BORC5	Q969J3	118426	BORCS5	Human
x0so3954	seq.23329.52	Ras-related protein Rab-4B	RAB4B	P61018	53916	RAB4B	Human
x0so3955	seq.2333.72	Transforming growth factor beta-1	TGF-b1	P01137	7040	TGFB1	Human
x0so3956	seq.23330.12	Uncharacterized protein C22orf13	CV013	Q96NT3	83606	GUCD1	Human
x0so3957	seq.23334.21	Late cornified envelope protein 3C	LCE3C	Q5T5A8	353144	LCE3C	Human
x0so3958	seq.23335.31	Protein FAM229A	F229A	H3BQW9	100128071	None	Human
x0so3959	seq.23336.2	Putative potassium channel regulatory protein	KCNRG	Q8N5I3	283518	KCNRG	Human
x0so3960	seq.23337.54	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3	BACD3	Q9H3F6	83892	KCTD10	Human
x0so3961	seq.23339.46	Transcription factor 24	TCF24	Q7RTU0	100129654	TCF24	Human
x0so3962	seq.23340.37	Methylthioribose-1-phosphate isomerase	MTNA	Q9BV20	84245	MRI1	Human
x0so3963	seq.23341.16	Meiotic recombination protein DMC1/LIM15 homolog	DMC1	Q14565	11144	DMC1	Human
x0so3964	seq.23342.4	Arrestin domain-containing protein 5	ARRD5	A6NEK1	645432	ARRDC5	Human
x0so3965	seq.23343.6	Protein rogdi homolog	ROGDI	Q9GZN7	79641	ROGDI	Human
x0so3966	seq.23345.2	N-terminal EF-hand calcium-binding protein 1	NECA1	Q8N987	64168	NECAB1	Human
x0so3967	seq.23349.5	Choline-phosphate cytidylyltransferase A	PCY1A	P49585	5130	PCYT1A	Human
x0so3968	seq.23350.66	Protein FAM118B	F118B	Q9BPY3	79607	FAM118B	Human
x0so3969	seq.23351.59	Protein arginine N-methyltransferase 1	ANM1	Q99873	3276	PRMT1	Human
x0so3970	seq.23352.9	Dysbindin	DTBP1	Q96EV8	84062	DTNBP1	Human
x0so3971	seq.23354.12	Beta-crystallin A2	CRBA2	P53672	1412	CRYBA2	Human
x0so3972	seq.23356.32	Coiled-coil domain-containing protein 24	CCD24	Q8N4L8	149473	CCDC24	Human
x0so3973	seq.23358.42	Protein FAM118A	F118A	Q9NWS6	55007	FAM118A	Human
x0so3974	seq.23359.25	Pre-mRNA-splicing regulator WTAP	FL2D	Q15007	9589	WTAP	Human
x0so3975	seq.23361.20	RNA-binding protein 4	RBM4	Q9BWF3	5936	RBM4	Human
x0so3976	seq.23362.26	Cytosolic 5'-nucleotidase 1A	5NT1A	Q9BXI3	84618	NT5C1A	Human
x0so3977	seq.23363.41	Poly(rC)-binding protein 2	PCBP2	Q15366	5094	PCBP2	Human
x0so3978	seq.23364.3	Uridine-cytidine kinase 1	UCK1	Q9HA47	83549	UCK1	Human
x0so3979	seq.23365.7	Fibronectin type III domain-containing protein 8	FNDC8	Q8TC99	54752	FNDC8	Human
x0so3980	seq.23366.15	Ubiquitin-like protein 7	UBL7	Q96S82	84993	UBL7	Human
x0so3981	seq.23367.8	Ankyrin repeat domain-containing protein 40	ANR40	Q6AI12	91369	ANKRD40	Human
x0so3982	seq.23369.17	Phytanoyl-CoA dioxygenase, peroxisomal	PAHX	O14832	5264	PHYH	Human
x0so3983	seq.23370.39	Voltage-gated potassium channel subunit beta-3	KCAB3	O43448	9196	KCNAB3	Human
x0so3984	seq.23371.5	NIF3-like protein 1	NIF3L	Q9GZT8	60491	NIF3L1	Human
x0so3985	seq.23372.112	Endoplasmic reticulum-Golgi intermediate compartment protein 1	ERGI1	Q969X5	57222	ERGIC1	Human
x0so3986	seq.23373.77	Diphthine methyl ester synthase	DPH5	Q9H2P9	51611	DPH5	Human
x0so3987	seq.23374.42	N-terminal EF-hand calcium-binding protein 3	NECA3	Q96P71	63941	NECAB3	Human
x0so3988	seq.23375.4	Ret finger protein-like 3	RFPL3	O75679	10738	RFPL3	Human
x0so3989	seq.23376.56	Actin-related protein 2/3 complex subunit 2	ARPC2	O15144	10109	ARPC2	Human
x0so3990	seq.23378.29	CGG triplet repeat-binding protein 1	CGBP1	Q9UFW8	8545	CGGBP1	Human
x0so3991	seq.23379.60	UPF0472 protein C16orf72	CP072	Q14CZ0	29035	C16orf72	Human
x0so3992	seq.23380.16	Trans-3-hydroxy-L-proline dehydratase	T3HPD	Q96EM0	112849	L3HYPDH	Human
x0so3993	seq.23381.8	Septin-1	SEPT1	Q8WYJ6	1731	SEPTIN1	Human
x0so3994	seq.23382.30	Variable charge X-linked protein 3	VCX3	Q9NNX9	51481	VCX3A	Human
x0so3995	seq.23384.19	BTB/POZ domain-containing protein KCTD17	KCD17	Q8N5Z5	79734	KCTD17	Human
x0so3996	seq.23385.18	Cytosolic arginine sensor for mTORC1 subunit 1	CAST1	Q8WTX7	652968	CASTOR1	Human
x0so3997	seq.23386.38	T-complex protein 10A homolog 2	TCP2L	B9ZVM9	401285	None	Human
x0so3998	seq.23387.18	TIP41-like protein	TIPRL	O75663	261726	TIPRL	Human
x0so3999	seq.23389.28	Fumarylacetoacetate hydrolase domain-containing protein 2A	FAH2A	Q96GK7	51011	FAHD2A	Human
x0so4000	seq.23390.6	Coiled-coil domain-containing protein 107	CC107	Q8WV48	203260	CCDC107	Human
x0so4001	seq.23391.20	Protein XRP2	XRP2	O75695	6102	RP2	Human
x0so4002	seq.23392.41	Pleckstrin homology domain-containing family A member 3	PKHA3	Q9HB20	65977	PLEKHA3	Human
x0so4003	seq.23393.56	1-acylglycerol-3-phosphate O-acyltransferase ABHD5	ABHD5	Q8WTS1	51099	ABHD5	Human
x0so4004	seq.23394.125	Growth arrest-specific protein 2	GAS2	O43903	2620	GAS2	Human
x0so4005	seq.23395.5	KH domain-containing, RNA-binding, signal transduction-associated protein 2	KHDR2	Q5VWX1	202559	KHDRBS2	Human
x0so4006	seq.23396.21	Twinfilin-2	TWF2	Q6IBS0	11344	TWF2	Human
x0so4007	seq.23398.1	DNA-directed RNA polymerase II subunit GRINL1A	GRL1A	P0CAP2	81488	POLR2M	Human
x0so4008	seq.23399.35	Nucleoporin NUP53	NUP53	Q8NFH5	129401	NUP35	Human
x0so4009	seq.23401.3	DAZ-associated protein 1	DAZP1	Q96EP5	26528	DAZAP1	Human
x0so4010	seq.23402.147	Ganglioside-induced differentiation-associated protein 1-like 1	GD1L1	Q96MZ0	78997	GDAP1L1	Human
x0so4011	seq.23403.64	Cdc42 effector protein 4	BORG4	Q9H3Q1	23580	CDC42EP4	Human
x0so4012	seq.23404.16	Mitotic spindle assembly checkpoint protein MAD2B	MD2L2	Q9UI95	10459	MAD2L2	Human
x0so4013	seq.23405.33	HORMA domain-containing protein 2	HORM2	Q8N7B1	150280	HORMAD2	Human
x0so4014	seq.23406.3	Ras association domain-containing protein 5	RASF5	Q8WWW0	83593	RASSF5	Human
x0so4015	seq.23407.9	S-acyl fatty acid synthase thioesterase, medium chain	SAST	Q9NV23	55301	OLAH	Human
x0so4016	seq.23408.1	Sorting nexin 16	Sorting nexin 16	P57768	64089	SNX16	Human
x0so4017	seq.23409.83	Synapse-associated protein 1	SYAP1	Q96A49	94056	SYAP1	Human
x0so4018	seq.23410.46	Eukaryotic translation initiation factor 3 subunit M	EIF3M	Q7L2H7	10480	EIF3M	Human
x0so4019	seq.23411.108	Paraneoplastic antigen Ma2	PNMA2	Q9UL42	10687	PNMA2	Human
x0so4020	seq.23413.38	Ankyrin repeat domain-containing protein 45	ANR45	Q5TZF3	339416	ANKRD45	Human
x0so4021	seq.23414.12	Zinc finger protein 483	ZN483	Q8TF39	158399	ZNF483	Human
x0so4022	seq.23416.47	Sorting nexin-15	Sorting nexin-15	Q9NRS6	29907	SNX15	Human
x0so4023	seq.23418.66	Coiled-coil domain-containing protein 92	CCD92	Q53HC0	80212	CCDC92	Human
x0so4024	seq.23422.47	Replication factor C 37 kDa subunit	RFC4	P35249	5984	RFC4	Human
x0so4025	seq.23424.4	Ankyrin repeat domain-containing protein 63	ANR63	C9JTQ0	100131244	None	Human
x0so4026	seq.23425.19	Ermin	ERMIN	Q8TAM6	57471	ERMN	Human
x0so4027	seq.23426.1	Variable charge X-linked protein 1	VCX1	Q9H320	26609	VCX	Human
x0so4028	seq.23518.7	Protein FAM151B	F151B	Q6UXP7	167555	FAM151B	Human
x0so4029	seq.23519.91	Transmembrane protein 221	TM221	A6NGB7	100130519	TMEM221	Human
x0so4030	seq.23520.60	Beta-lactamase-like protein FLJ75971	YE006	Q68D91	153364	MBLAC2	Human
x0so4031	seq.23521.29	Nucleoside diphosphate kinase 7	NDK7	Q9Y5B8	29922	NME7	Human
x0so4032	seq.23522.1	GTPase IMAP family member GIMD1	GIMD1	P0DJR0	100507096	GIMD1	Human
x0so4033	seq.23523.14	Protein FAM49A	FA49A	Q9H0Q0	81553	CYRIA	Human
x0so4034	seq.23524.2	Protein N-terminal asparagine amidohydrolase	NTAN1	Q96AB6	123803	NTAN1	Human
x0so4035	seq.23525.27	Nitric oxide synthase-interacting protein	NOSIP	Q9Y314	51070	NOSIP	Human
x0so4036	seq.23526.25	Protein KTI12 homolog	KTI12	Q96EK9	112970	KTI12	Human
x0so4037	seq.23528.199	Phytanoyl-CoA hydroxylase-interacting protein-like	PHIPL	Q96FC7	84457	PHYHIPL	Human
x0so4038	seq.23529.11	StAR-related lipid transfer protein 7, mitochondrial	STAR7	Q9NQZ5	56910	STARD7	Human
x0so4039	seq.23530.3	Tropomodulin-4	TMOD4	Q9NZQ9	29765	TMOD4	Human
x0so4040	seq.23531.79	Hematopoietic SH2 domain-containing protein	HSH2D	Q96JZ2	84941	HSH2D	Human
x0so4041	seq.23534.27	Protein RTF2 homolog	RTF2	Q9BY42	51507	RTF2	Human
x0so4042	seq.23535.3	Protein FAM45A	FA45A	Q8TCE6	404636	DENND10	Human
x0so4043	seq.23536.14	Uncharacterized protein C19orf84	CS084	I3L1E1	147646	None	Human
x0so4044	seq.23537.4	Transcription factor Sp6	SP6	Q3SY56	80320	SP6	Human
x0so4045	seq.23540.3	CDK-activating kinase assembly factor MAT1	MAT1	P51948	4331	MNAT1	Human
x0so4046	seq.23541.61	Citrate lyase subunit beta-like protein, mitochondrial	CLYBL	Q8N0X4	171425	CLYBL	Human
x0so4047	seq.23542.8	Golgi phosphoprotein 3-like	GLP3L	Q9H4A5	55204	GOLPH3L	Human
x0so4048	seq.23543.92	Probable tRNA pseudouridine synthase 1	TRUB1	Q8WWH5	142940	TRUB1	Human
x0so4049	seq.23544.10	T-complex protein 10A homolog	TCP10	Q12799	6953	TCP10L3	Human
x0so4050	seq.23545.6	Nuclear distribution protein nudE-like 1	NDEL1	Q9GZM8	81565	NDEL1	Human
x0so4051	seq.23546.9	Hydroxyacylglutathione hydrolase-like protein	HAGHL	Q6PII5	84264	HAGHL	Human
x0so4052	seq.23547.21	Transcription elongation factor A protein 3	TCEA3	O75764	6920	TCEA3	Human
x0so4053	seq.23550.10	Keratinocyte differentiation factor 1	KDF1	Q8NAX2	126695	KDF1	Human
x0so4054	seq.23551.15	Transcriptional adapter 3	TADA3	O75528	10474	TADA3	Human
x0so4055	seq.23553.1	ABI gene family member 3	ABI3	Q9P2A4	51225	ABI3	Human
x0so4056	seq.23554.2	SH2 domain-containing adapter protein D	SHD	Q96IW2	56961	SHD	Human
x0so4057	seq.23555.11	GTP-binding protein RAD	RAD	P55042	6236	RRAD	Human
x0so4058	seq.23556.4	Transcription cofactor vestigial-like protein 4	VGLL4	Q14135	9686	VGLL4	Human
x0so4059	seq.23557.110	F-actin-capping protein subunit beta	CAPZB	P47756	832	CAPZB	Human
x0so4060	seq.23558.33	Methyltransferase-like protein 2B	MET2B	Q6P1Q9	55798	METTL2B	Human
x0so4061	seq.23559.10	DDRGK domain-containing protein 1	DDRGK	Q96HY6	65992	DDRGK1	Human
x0so4062	seq.23560.154	Centrosomal protein of 41 kDa	CEP41	Q9BYV8	95681	CEP41	Human
x0so4063	seq.23561.4	Coiled-coil domain-containing protein 97	CCD97	Q96F63	90324	CCDC97	Human
x0so4064	seq.23564.83	Protein-lysine methyltransferase METTL21C	MT21C	Q5VZV1	196541	METTL21C	Human
x0so4065	seq.23566.6	Apolipoprotein-L2	ApoL-II	Q9BQE5	23780	APOL2	Human
x0so4066	seq.23567.37	Guanine nucleotide-binding protein G(q) subunit alpha	GNAQ	P50148	2776	GNAQ	Human
x0so4067	seq.23568.41	Homeobox protein Meis2	MEIS2	O14770	4212	MEIS2	Human
x0so4068	seq.23569.53	START domain-containing protein 10	STA10	Q9Y365	10809	STARD10	Human
x0so4069	seq.23570.87	Zinc finger protein with KRAB and SCAN domains 7	ZKSC7	Q9P0L1	55888	ZKSCAN7	Human
x0so4070	seq.23571.93	Coiled-coil domain-containing protein 94	CCD94	Q9BW85	55702	YJU2	Human
x0so4071	seq.23572.186	tRNA wybutosine-synthesizing protein 3 homolog	TYW3	Q6IPR3	127253	TYW3	Human
x0so4072	seq.23575.58	Cytochrome c oxidase assembly protein COX19	COX19	Q49B96	90639	COX19	Human
x0so4073	seq.23576.46	Protein BEX4	BEX4	Q9NWD9	56271	BEX4	Human
x0so4074	seq.23578.6	Small integral membrane protein 3	SMIM3	Q9BZL3	85027	SMIM3	Human
x0so4075	seq.23579.3	Kita-kyushu lung cancer antigen 1	KKLC1	Q5H943	203413	CT83	Human
x0so4076	seq.2358.19	Vascular endothelial growth factor receptor 3	VEGF sR3	P35916	2324	FLT4	Human
x0so4077	seq.23580.2	Proline-rich protein 15	PRR15	Q8IV56	222171	PRR15	Human
x0so4078	seq.23581.131	Obestatin	Obestatin	Q9UBU3	51738	GHRL	Human
x0so4079	seq.23584.2	Nucleotide triphosphate diphosphatase NUDT15	NUD15	Q9NV35	55270	NUDT15	Human
x0so4080	seq.23586.32	Cancer/testis antigen 1B	Cancer/testis antigen 1B	P78358	1485	CTAG1A	Human
x0so4081	seq.23588.9	Hydroxysteroid dehydrogenase-like protein 2	HSDL2	Q6YN16	84263	HSDL2	Human
x0so4082	seq.23589.21	Protein phosphatase 1 regulatory subunit 27	PPR27	Q86WC6	116729	PPP1R27	Human
x0so4083	seq.2359.65	HCE004152	HCE004152	HCE004152	HCE004152	HCE004152	Human
x0so4084	seq.23591.9	piRNA biogenesis protein EXD1	EXD1	Q8NHP7	161829	EXD1	Human
x0so4085	seq.23593.14	Protein MB21D2	M21D2	Q8IYB1	151963	MB21D2	Human
x0so4086	seq.23594.2	Nuclear receptor 2C2-associated protein	NR2CA	Q86WQ0	126382	NR2C2AP	Human
