symbol	CHROM	start_grch37	end_grch37	label	unit	type	min	max	missing	description	long_description	AptName	SeqId	SeqIdVersion	SomaId	TargetFullName	Target	UniProt	EntrezGeneID	Organism	Units	Type	Dilution	ColCheck	cv_qc	cv_qc_chris	Dratio	eLOD	EntrezGeneSymbol
4308	NTM	11	131240373	132206716	x0so3008	NA	float	26.6	17536.6	-89	seq.20550.38	Neurotrimin	seq.20550.38	20550-38	3	SL009074	Neurotrimin	NTRI	Q9P121	50863	Human	RFU	Protein	0.5	PASS	0.0322055740245561	0.0316382722270447	0.17311034319829	80.69005	NA
4309	NTM	11	131240373	132206716	x0so6870	NA	float	43.4	8628.6	-89	seq.8428.102	Neurotrimin	seq.8428.102	8428-102	3	SL009074	Neurotrimin	NTRI	Q9P121	50863	Human	RFU	Protein	0.5	PASS	0.0462832963934647	0.0462420395759713	0.24035486437736	92.7237	NA
4310	NTMT1	9	132371163	132398209	x0so0831	NA	float	141.1	48407.6	-89	seq.12454.105	N-terminal Xaa-Pro-Lys N-methyltransferase 1	seq.12454.105	12454-105	3	SL019732	N-terminal Xaa-Pro-Lys N-methyltransferase 1	NTM1A	Q9BV86	28989	Human	RFU	Protein	20	PASS	0.0343523223961386	0.0403382227607938	0.17327295620425	309.571	NA
4311	NTN1	17	8924859	9147317	x0so6232	NA	float	80	23678.9	-89	seq.6649.51	Netrin-1	seq.6649.51	6649-51	3	SL012395	Netrin-1	NET1	O95631	9423	Human	RFU	Protein	20	PASS	0.0378672729797344	0.0456047445798951	0.160411646681415	174.98765	NA
4312	NTN1	17	8924859	9147317	x0so7128	NA	float	63	14796.3	-89	seq.9013.60	Netrin-1	seq.9013.60	9013-60	3	SL012395	Netrin-1	NET1	O95631	9423	Human	RFU	Protein	20	PASS	0.0280032357341964	0.032799298054579	0.120293448947855	138.2236	NA
4313	NTN4	12	96051583	96184930	x0so5027	NA	float	130.1	14214.4	-89	seq.3327.27	Netrin-4	seq.3327.27	3327-27	1	SL007673	Netrin-4	NET4	Q9HB63	59277	Human	RFU	Protein	20	PASS	0.0377721519669415	0.0438890217520931	0.225730992823577	304.82855	NA
4314	NTNG1	1	107682629	108026080	x0so5810	NA	float	172.6	16429.4	-89	seq.5637.81	Netrin-G1	seq.5637.81	5637-81	3	SL017072	Netrin-G1	NTNG1	Q9Y2I2	22854	Human	RFU	Protein	20	PASS	0.0287597159190292	0.0344951871619456	0.156071453328931	374.89585	NA
4315	NTRK1	1	156785432	156851642	x0so5115	NA	float	363.1	72498.5	-89	seq.3477.63	High affinity nerve growth factor receptor	seq.3477.63	3477-63	2	SL005225	High affinity nerve growth factor receptor	TrkA	P04629	4914	Human	RFU	Protein	20	PASS	0.0428314833148633	0.0453620556257906	0.207142842973846	870.172749999999	NA
4316	NTRK2	9	87283466	87638505	x0so5500	NA	float	39.2	35139.5	-89	seq.4866.59	BDNF/NT-3 growth factors receptor	seq.4866.59	4866-59	2	SL004160	BDNF/NT-3 growth factors receptor	TrkB	Q16620	4915	Human	RFU	Protein	20	PASS	0.0615292065804305	0.0589655420526458	0.285784372690393	76.41615	NA
4317	NTRK3	15	88418230	88799999	x0so4723	NA	float	119.3	31497.8	-89	seq.2658.27	NT-3 growth factor receptor	seq.2658.27	2658-27	1	SL004639	NT-3 growth factor receptor	TrkC	Q16288	4916	Human	RFU	Protein	20	PASS	0.0504865218762461	0.0532471338668402	0.24213904966734	271.86345	NA
4318	NTS	12	86268073	86276770	x0so6561	NA	float	104.6	113648.6	-89	seq.7857.22	Neurotensin/neuromedin N	seq.7857.22	7857-22	3	SL012431	Neurotensin/neuromedin N	NEUT	P30990	4922	Human	RFU	Protein	20	PASS	0.0414561616433753	0.0359491258010515	0.0659586734375873	237.60485	NA
4319	NUB1	7	151038785	151075535	x0so3537	NA	float	281.7	48532.2	-89	seq.21996.28	NEDD8 ultimate buster 1	seq.21996.28	21996-28	3	SL022548	NEDD8 ultimate buster 1	NUB1	Q9Y5A7	51667	Human	RFU	Protein	20	PASS	0.0305458608277865	0.0318094538729011	0.077607244678787	620.7941	NA
4320	NUBP1	16	10837643	10863208	x0so3166	NA	float	30.3	71444.6	-89	seq.21189.9	Nucleotide-binding protein 1	seq.21189.9	21189-9	3	SL014835	Nucleotide-binding protein 1	NUBP1	P53384	4682	Human	RFU	Protein	20	FLAG	0.101864977715712	0.111342337869456	0.344251836990952	78.715	NA
4321	NUBP2	16	1832902	1839192	x0so3479	NA	float	243.3	96170.9	-89	seq.21863.11	Cytosolic Fe-S cluster assembly factor NUBP2	seq.21863.11	21863-11	3	SL022147	Cytosolic Fe-S cluster assembly factor NUBP2	NUBP2	Q9Y5Y2	10101	Human	RFU	Protein	0.5	PASS	0.0640941965896614	0.0765971192936267	0.0735161512908803	670.25145	NA
4322	NUCB1	19	49403307	49426629	x0so0129	NA	float	81.6	35316.6	-89	seq.10451.11	Nucleobindin-1	seq.10451.11	10451-11	3	SL008914	Nucleobindin-1	NUCB1	Q02818	4924	Human	RFU	Protein	0.5	PASS	0.0983241363867484	0.0931611584462688	0.420127650949732	236.2189	NA
4323	NUCB2	11	17229700	17371521	x0so3538	NA	float	104.2	17419.2	-89	seq.21999.61	Nucleobindin-2	seq.21999.61	21999-61	3	SL013068	Nucleobindin-2	NUCB2	P80303	4925	Human	RFU	Protein	0.5	PASS	0.10210515552122	0.0680536787751307	0.243126642971387	240.3169	NA
4324	NUDC	1	27226729	27273353	x0so7032	NA	float	48.7	20285.8	-89	seq.8871.14	Nuclear migration protein nudC:N-term, contains nuclear localization domain	seq.8871.14	8871-14	3	SL025950	Nuclear migration protein nudC:N-term, contains nuclear localization domain	NUDC:N-term	Q9Y266	10726	Human	RFU	Protein	20	PASS	0.0659730883977117	0.047235219637874	0.155247811546411	112.80515	NA
4325	NUDC	1	27226729	27273353	x0so7040	NA	float	193	33247.9	-89	seq.8887.21	Nuclear migration protein nudC:CS domain	seq.8887.21	8887-21	3	SL025951	Nuclear migration protein nudC:CS domain	NUDC:CS	Q9Y266	10726	Human	RFU	Protein	20	PASS	0.0388642699629053	0.0442613842162015	0.108699055490209	471.62595	NA
4326	NUDCD2	5	162873532	162887146	x0so3103	NA	float	68.2	38672.2	-89	seq.21002.1	NudC domain-containing protein 2	seq.21002.1	21002-1	3	SL022148	NudC domain-containing protein 2	NUDC2	Q8WVJ2	134492	Human	RFU	Protein	20	PASS	0.0391947216595899	0.0462720363455175	0.160430853005762	157.7996	NA
4327	NUDCD3	7	44418720	44530479	x0so5343	NA	float	166.3	41690.7	-89	seq.4254.6	NudC domain-containing protein 3	seq.4254.6	4254-6	2	SL011768	NudC domain-containing protein 3	NUDC3	Q8IVD9	23386	Human	RFU	Protein	20	PASS	0.0427525269312908	0.0462635834350109	0.178948097220186	343.09165	NA
4328	NUDT1	7	2281857	2290781	x0so2642	NA	float	177.6	23082.4	-89	seq.19206.20	7,8-dihydro-8-oxoguanine triphosphatase	seq.19206.20	19206-20	3	SL007213	7,8-dihydro-8-oxoguanine triphosphatase	8ODP	P36639	4521	Human	RFU	Protein	20	PASS	0.0574750096109074	0.0628034667009041	0.271599060435698	379.4274	NA
4329	NUDT10	X	51075083	51080377	x0so3071	NA	float	73.5	80374	-89	seq.20957.57	Diphosphoinositol polyphosphate phosphohydrolase 3-alpha	seq.20957.57	20957-57	3	SL022149	Diphosphoinositol polyphosphate phosphohydrolase 3-alpha	NUD10	Q8NFP7	170685	Human	RFU	Protein	20	PASS	0.0256908344001446	0.0297343773245008	0.0961148971803125	163.2018	NA
4330	NUDT11	X	51232863	51239448	x0so4104	NA	float	32	3602.7	-89	seq.23623.48	Diphosphoinositol polyphosphate phosphohydrolase 3-beta	seq.23623.48	23623-48	3	SL023337	Diphosphoinositol polyphosphate phosphohydrolase 3-beta	NUD11	Q96G61	55190	Human	RFU	Protein	20	FLAG	0.0828158533251569	0.0655881436976324	0.323023687104023	77.21175	NA
4331	NUDT12	5	102884556	102898494	x0so1504	NA	float	231.1	19664	-89	seq.13947.371	Peroxisomal NADH pyrophosphatase NUDT12	seq.13947.371	13947-371	3	SL020301	Peroxisomal NADH pyrophosphatase NUDT12	NUD12	Q9BQG2	83594	Human	RFU	Protein	20	PASS	0.0340648078224457	0.0460136364702131	0.236831748757094	471.95005	NA
4332	NUDT14	14	105639275	105647660	x0so2829	NA	float	69.2	85273.1	-89	seq.19794.10	Uridine diphosphate glucose pyrophosphatase	seq.19794.10	19794-10	3	SL020273	Uridine diphosphate glucose pyrophosphatase	NUD14	O95848	256281	Human	RFU	Protein	20	PASS	0.0458501452694125	0.0639312399184901	0.174975326291151	372.6706	NA
4333	NUDT15	13	48611703	48621358	x0so4079	NA	float	37.4	87357.4	-89	seq.23584.2	Nucleotide triphosphate diphosphatase NUDT15	seq.23584.2	23584-2	3	SL023535	Nucleotide triphosphate diphosphatase NUDT15	NUD15	Q9NV35	55270	Human	RFU	Protein	20	PASS	0.0404315524504817	0.0423393922645994	0.0905878722697265	77.55745	NA
4334	NUDT16	3	131100515	131107674	x0so3064	NA	float	62.7	197807.8	-89	seq.20948.16	U8 snoRNA-decapping enzyme	seq.20948.16	20948-16	3	SL022150	U8 snoRNA-decapping enzyme	NUD16	Q96DE0	131870	Human	RFU	Protein	20	PASS	0.0639731065491495	0.091693286555053	0.122772142019417	134.2997	NA
4335	NUDT16L1	16	4743695	4745860	x0so0860	NA	float	88.6	86828.7	-89	seq.12497.29	Tudor-interacting repair regulator protein	seq.12497.29	12497-29	3	SL015180	Tudor-interacting repair regulator protein	SDOS	Q9BRJ7	84309	Human	RFU	Protein	20	PASS	0.0463357728341773	0.0451229590684699	0.109380231600861	188.8887	NA
4336	NUDT2	9	34329504	34343709	x0so1993	NA	float	130.7	28525.9	-89	seq.16583.8	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	seq.16583.8	16583-8	3	SL020189	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	AP4A	P50583	318	Human	RFU	Protein	20	PASS	0.0510514180699021	0.0682942553133204	0.103117634694233	318.9601	NA
4337	NUDT21	16	56463045	56486111	x0so3083	NA	float	39.8	45461	-89	seq.20972.37	Cleavage and polyadenylation specificity factor subunit 5	seq.20972.37	20972-37	3	SL022151	Cleavage and polyadenylation specificity factor subunit 5	CPSF5	O43809	11051	Human	RFU	Protein	20	PASS	0.0458744868622947	0.0559760675443977	0.159612188534597	109.59865	NA
4338	NUDT3	6	34247456	34360451	x0so1068	NA	float	45.5	8000.2	-89	seq.12796.44	Diphosphoinositol polyphosphate phosphohydrolase 1	seq.12796.44	12796-44	3	SL019860	Diphosphoinositol polyphosphate phosphohydrolase 1	NUDT3	O95989	11165	Human	RFU	Protein	20	PASS	0.0487816666990879	0.0570916235900851	0.169497507784055	103.0454	NA
4339	NUDT5	10	12207324	12238143	x0so2257	NA	float	309.4	42986.8	-89	seq.17761.2	ADP-sugar pyrophosphatase	seq.17761.2	17761-2	3	SL011310	ADP-sugar pyrophosphatase	NUDT5	Q9UKK9	11164	Human	RFU	Protein	20	PASS	0.0284472346676863	0.0323904895626357	0.180270969573048	617.93235	NA
4340	NUDT7	16	77756411	77776157	x0so4248	NA	float	100.7	90040.7	-89	seq.24413.96	Peroxisomal coenzyme A diphosphatase NUDT7	seq.24413.96	24413-96	3	SL023739	Peroxisomal coenzyme A diphosphatase NUDT7	NUDT7	P0C024	283927	Human	RFU	Protein	20	PASS	0.0481292072985507	0.0322744199815246	0.0698080406836901	237.67655	NA
4341	NUDT9	4	88343734	88380606	x0so7386	NA	float	63.8	9137.7	-89	seq.9482.110	ADP-ribose pyrophosphatase, mitochondrial	seq.9482.110	9482-110	3	SL019017	ADP-ribose pyrophosphatase, mitochondrial	NUDT9	Q9BW91	53343	Human	RFU	Protein	0.5	PASS	0.0244432964046046	0.0296290177662126	0.158645654249818	114.76175	NA
4342	NUMB	14	73741815	73930348	x0so4548	NA	float	70.9	183944.3	-89	seq.25248.28	Protein numb homolog	seq.25248.28	25248-28	3	SL007255	Protein numb homolog	NUMB	P49757	8650	Human	RFU	Protein	20	PASS	0.0481794742599728	0.0427605344211549	0.0720251258885704	238.42215	NA
4343	NUMBL	19	41172596	41196877	x0so4425	NA	float	71.5	16113.2	-89	seq.24947.40	Numb-like protein	seq.24947.40	24947-40	3	SL007800	Numb-like protein	NUMBL	Q9Y6R0	9253	Human	RFU	Protein	20	PASS	0.0346616967620123	0.0346648808452715	0.115484892260923	148.52905	NA
4344	NUP210L	1	153965161	154127592	x0so7451	NA	float	139.4	116562.2	-89	seq.9606.4	Nuclear pore membrane glycoprotein 210-like	seq.9606.4	9606-4	3	SL019046	Nuclear pore membrane glycoprotein 210-like	P210L	Q5VU65	91181	Human	RFU	Protein	20	PASS	0.0480400545061265	0.0500890893723673	0.0804149606167593	392.8924	NA
4345	NUP35	2	183982241	184026408	x0so4008	NA	float	18.4	37302.2	-89	seq.23399.35	Nucleoporin NUP53	seq.23399.35	23399-35	3	SL023509	Nucleoporin NUP53	NUP53	Q8NFH5	129401	Human	RFU	Protein	20	FLAG	0.22282785735067	0.298307777209692	0.338874568473879	185.3928	NA
4346	NUP98	11	3692313	3819022	x0so1052	NA	float	74.9	12395.2	-89	seq.12772.8	Nuclear pore complex protein Nup98-Nup96	seq.12772.8	12772-8	3	SL019857	Nuclear pore complex protein Nup98-Nup96	NUP98	P52948	4928	Human	RFU	Protein	20	PASS	0.0306404499606273	0.0331234393836491	0.103556475821058	155.67465	NA
4347	NUTF2	16	67880635	67906470	x0so2649	NA	float	164.1	73997.4	-89	seq.19219.71	Nuclear transport factor 2	seq.19219.71	19219-71	3	SL004942	Nuclear transport factor 2	NTF-2	P61970	10204	Human	RFU	Protein	20	PASS	0.0385575147181267	0.0601317994091728	0.205093922434622	364.4535	NA
4348	NVL	1	224415036	224518089	x0so4576	NA	float	69.1	18046.5	-89	seq.25279.44	Nuclear valosin-containing protein-like	seq.25279.44	25279-44	3	SL023268	Nuclear valosin-containing protein-like	NVL	O15381	4931	Human	RFU	Protein	20	PASS	0.0244452727187578	0.0242582826822802	0.0891487973066374	139.1258	NA
4349	NXF1	11	62559595	62573774	x0so0830	NA	float	143.6	14743.7	-89	seq.12453.161	Nuclear RNA export factor 1	seq.12453.161	12453-161	3	SL019728	Nuclear RNA export factor 1	NXF1	Q9UBU9	10482	Human	RFU	Protein	20	PASS	0.0380600439226305	0.0436991010513669	0.197961149555138	283.51135	NA
4350	NXPH1	7	8473585	8792593	x0so3833	NA	float	98.1	42751.7	-89	seq.23002.27	Neurexophilin-1	seq.23002.27	23002-27	3	SL012457	Neurexophilin-1	NXPH1	P58417	30010	Human	RFU	Protein	20	PASS	0.0310021116895968	0.0389197135360912	0.18190553973623	221.8951	NA
4351	NXPH1	7	8473585	8792593	x0so5437	NA	float	65.1	123989.2	-89	seq.4562.1	Neurexophilin-1	seq.4562.1	4562-1	2	SL012457	Neurexophilin-1	NXPH1	P58417	30010	Human	RFU	Protein	20	FLAG	0.0986191677569848	0.159336300475141	0.446465308046943	215.01355	NA
4352	NXPH2	2	139428342	139537918	x0so7403	NA	float	31.7	104321.5	-89	seq.9511.61	Neurexophilin-2	seq.9511.61	9511-61	3	SL012390	Neurexophilin-2	NXPH2	O95156	11249	Human	RFU	Protein	20	FLAG	0.233591859589192	0.0866196467155629	0.180531399813157	97.6932	NA
4353	NXPH3	17	47653220	47661189	x0so5963	NA	float	151	23289.5	-89	seq.6054.6	Neurexophilin-3	seq.6054.6	6054-6	3	SL012391	Neurexophilin-3	NXPH3	O95157	11248	Human	RFU	Protein	20	PASS	0.0291974088168598	0.0271369496107636	0.0644034890717691	479.4421	NA
4354	NXT1	20	23331373	23335414	x0so7598	NA	float	62.8	46164.8	-89	seq.9942.2	NTF2-related export protein 1	seq.9942.2	9942-2	3	SL019191	NTF2-related export protein 1	NXT1	Q9UKK6	29107	Human	RFU	Protein	20	PASS	0.0327412979057737	0.033581838129145	0.121566962431387	138.4714	NA
4355	NXT2	X	108779010	108787919	x0so2675	NA	float	65.5	18718.7	-89	seq.19255.124	NTF2-related export protein 2	seq.19255.124	19255-124	3	SL006746	NTF2-related export protein 2	NXT2	Q9NPJ8	55916	Human	RFU	Protein	20	PASS	0.0405779146903698	0.0434015344213312	0.182850108056211	145.35075	NA
4356	OAF	11	120081475	120101041	x0so6101	NA	float	41.6	117607.2	-89	seq.6414.8	Out at first protein homolog	seq.6414.8	6414-8	3	SL008961	Out at first protein homolog	OAF	Q86UD1	220323	Human	RFU	Protein	0.5	PASS	0.0299030994642636	0.0343137058638342	0.18800873798332	98.74215	NA
4357	OAS1	12	113344582	113369990	x0so0095	NA	float	158.5	60413.1	-89	seq.10361.25	2'-5'-oligoadenylate synthase 1	seq.10361.25	10361-25	3	SL014684	2'-5'-oligoadenylate synthase 1	OAS1	P00973	4938	Human	RFU	Protein	20	PASS	0.04930389450439	0.0375616805793539	0.0917001963438046	313.79825	NA
4358	OASL	12	121458095	121477045	x0so4673	NA	float	74.8	13778.2	-89	seq.25941.4	2'-5'-oligoadenylate synthetase like protein	seq.25941.4	25941-4	3	SL004391	2'-5'-oligoadenylate synthetase like protein	OA synthetase	Q15646	8638	Human	RFU	Protein	0.5	FLAG	0.0805729894510437	0.0667077894705363	0.171603565637872	236.0863	NA
4359	OAT	10	126085872	126107545	x0so2910	NA	float	161	70189.4	-89	seq.20237.38	Ornithine aminotransferase, mitochondrial	seq.20237.38	20237-38	3	SL013006	Ornithine aminotransferase, mitochondrial	OAT	P04181	4942	Human	RFU	Protein	20	PASS	0.0848057143638826	0.0535593751100687	0.166216950202336	351.52195	NA
4360	OAZ1	19	2269485	2273487	x0so7565	NA	float	27.5	32807.7	-89	seq.9893.27	Ornithine decarboxylase antizyme 1	seq.9893.27	9893-27	3	SL004621	Ornithine decarboxylase antizyme 1	Ornithine decarboxylase antizyme	P54368	4946	Human	RFU	Protein	20	PASS	0.0365200713601566	0.0392484017386554	0.110882248110276	62.9216	NA
4361	OBP2A	9	138437985	138441815	x0so6166	NA	float	265.9	82147.8	-89	seq.6526.77	Odorant-binding protein 2a	seq.6526.77	6526-77	3	SL009411	Odorant-binding protein 2a	OBP2A	Q9NY56	29991	Human	RFU	Protein	20	PASS	0.0830667518162603	0.0749661541788478	0.320049386376275	610.2878	NA
4362	OBP2B	9	136080664	136084630	x0so5839	NA	float	76.8	37223.4	-89	seq.5680.54	Odorant-binding protein 2b	seq.5680.54	5680-54	3	SL012845	Odorant-binding protein 2b	OBP2B	Q9NPH6	29989	Human	RFU	Protein	20	PASS	0.0372736613065551	0.0371581568875799	0.0706192497372534	167.6496	NA
4363	OCIAD1	4	48807229	48863834	x0so2036	NA	float	183	14367.1	-89	seq.16802.31	OCIA domain-containing protein 1	seq.16802.31	16802-31	3	SL010530	OCIA domain-containing protein 1	OCAD1	Q9NX40	54940	Human	RFU	Protein	20	FLAG	0.120409732361555	0.166074642658002	0.702913663639509	542.6245	NA
4364	OCIAD1	4	48807229	48863834	x0so5180	NA	float	165.3	15890.7	-89	seq.3635.76	OCIA domain-containing protein 1	seq.3635.76	3635-76	4	SL010530	OCIA domain-containing protein 1	OCAD1	Q9NX40	54940	Human	RFU	Protein	20	PASS	0.0800392646605235	0.0788667489483538	0.246636442425967	411.725	NA
4365	OCLN	5	68788119	68853931	x0so4210	NA	float	196.6	19038.6	-89	seq.24263.6	Occludin	seq.24263.6	24263-6	3	SL023157	Occludin	OCLN	Q16625	100506658	Human	RFU	Protein	20	PASS	0.045337945216874	0.0651972920968581	0.273604954889539	435.83705	NA
4366	OCRL	X	128673826	128726538	x0so0040	NA	float	169.8	87804.6	-89	seq.10011.65	Inositol polyphosphate 5-phosphatase OCRL-1	seq.10011.65	10011-65	3	SL019246	Inositol polyphosphate 5-phosphatase OCRL-1	OCRL	Q01968	4952	Human	RFU	Protein	20	PASS	0.0487464078135531	0.0772944388646398	0.38246032434855	431.8423	NA
4367	ODC1	2	10580094	10588630	x0so1441	NA	float	62.3	7025.6	-89	seq.13689.2	Ornithine decarboxylase	seq.13689.2	13689-2	3	SL003670	Ornithine decarboxylase	Ornithine decarboxylase	P11926	4953	Human	RFU	Protein	20	PASS	0.0416230401615238	0.0509779580824217	0.338604748522128	156.8561	NA
4368	OGFR	20	61436187	61445352	x0so4415	NA	float	67.7	24832.3	-89	seq.24934.96	Opioid growth factor receptor	seq.24934.96	24934-96	3	SL013284	Opioid growth factor receptor	OGFR	Q9NZT2	11054	Human	RFU	Protein	20	PASS	0.0510168543642673	0.0524638161261503	0.210773777397963	142.9562	NA
4369	OGG1	3	9791628	9829903	x0so2864	NA	float	17.8	5378.2	-89	seq.20103.176	N-glycosylase/DNA lyase	seq.20103.176	20103-176	3	SL002882	N-glycosylase/DNA lyase	N-glycosylase/DNA lyase	O15527	4968	Human	RFU	Protein	20	FLAG	0.0907887398779735	0.0965365530193818	0.376876287518378	45.3651	NA
4370	OGN	9	95146249	95166978	x0so2120	NA	float	182.8	100723.2	-89	seq.17224.12	Mimecan	seq.17224.12	17224-12	3	SL008055	Mimecan	MIME	P20774	4969	Human	RFU	Protein	20	PASS	0.0524464935212673	0.0466858961150718	0.118684314052754	424.05215	NA
4371	OGT	X	70752933	70795747	x0so3409	NA	float	31.6	100792.8	-89	seq.21733.11	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	seq.21733.11	21733-11	3	SL022694	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	OGT1	O15294	8473	Human	RFU	Protein	20	PASS	0.0309504454330098	0.0483664137320236	0.103901334995859	79.1139499999999	NA
4372	OIT3	10	74653339	74692791	x0so6036	NA	float	44.8	56559.2	-89	seq.6296.36	Oncoprotein-induced transcript 3 protein	seq.6296.36	6296-36	3	SL017395	Oncoprotein-induced transcript 3 protein	OIT3	Q8WWZ8	170392	Human	RFU	Protein	20	PASS	0.0423164638410881	0.0373773879217787	0.144289944886835	90.79655	NA
4373	OLA1	2	174937175	175113426	x0so0967	NA	float	89.6	23765.2	-89	seq.12659.13	Obg-like ATPase 1	seq.12659.13	12659-13	3	SL008839	Obg-like ATPase 1	GTPB9	Q9NTK5	29789	Human	RFU	Protein	0.5	PASS	0.0320642414014234	0.0358750437727255	0.103313498057892	207.2082	NA
4374	OLAH	10	15074226	15115851	x0so4015	NA	float	38.8	30598.5	-89	seq.23407.9	S-acyl fatty acid synthase thioesterase, medium chain	seq.23407.9	23407-9	3	SL023501	S-acyl fatty acid synthase thioesterase, medium chain	SAST	Q9NV23	55301	Human	RFU	Protein	20	PASS	0.085563436054809	0.117941816637309	0.366283476552207	181.84395	NA
4375	OLFM1	9	137967268	138013025	x0so5853	NA	float	33.5	1820.4	-89	seq.5703.26	Noelin	seq.5703.26	5703-26	3	SL017108	Noelin	NOE1	Q99784	10439	Human	RFU	Protein	20	PASS	0.0313984932586396	0.0389402352210786	0.14733630887432	68.83355	NA
4376	OLFM2	19	9964394	10047228	x0so2745	NA	float	56.7	18048.4	-89	seq.19377.14	Noelin-2	seq.19377.14	19377-14	3	SL012399	Noelin-2	NOE2	O95897	93145	Human	RFU	Protein	0.5	PASS	0.0338226584576716	0.033560385902361	0.118446525884387	128.88125	NA
4377	OLFM2	19	9964394	10047228	x0so6787	NA	float	75.5	159383.8	-89	seq.8295.16	Noelin-2	seq.8295.16	8295-16	3	SL012399	Noelin-2	NOE2	O95897	93145	Human	RFU	Protein	0.5	PASS	0.0431512827907904	0.0486262704103395	0.173573517058835	149.3823	NA
4378	OLFM3	1	102268130	102462586	x0so0237	NA	float	192.6	203156.3	-89	seq.10643.16	Noelin-3:Isoform 2, C-term	seq.10643.16	10643-16	3	SL025948	Noelin-3:Isoform 2, C-term	NOE3:C-term	Q96PB7	118427	Human	RFU	Protein	20	PASS	0.0680732037656502	0.0622522656302978	0.161637647720555	571.8419	NA
4379	OLFM3	1	102268130	102462586	x0so0407	NA	float	214.1	176856.4	-89	seq.11143.32	Noelin-3:Isoform 2, N-term	seq.11143.32	11143-32	3	SL025949	Noelin-3:Isoform 2, N-term	NOE3:N-term	Q96PB7	118427	Human	RFU	Protein	20	PASS	0.0389259323227482	0.0307061385403569	0.122041582785435	520.24975	NA
4380	OLFM4	13	53602894	53626192	x0so5482	NA	float	107.3	26068.7	-89	seq.4769.10	Olfactomedin-4	seq.4769.10	4769-10	3	SL008590	Olfactomedin-4	Olfactomedin-4	Q6UX06	10562	Human	RFU	Protein	20	PASS	0.068694092554557	0.0593974197585029	0.287170111525929	213.367	NA
4381	OLFML1	11	7506619	7532608	x0so6997	NA	float	159.2	48888.3	-89	seq.8815.1	Olfactomedin-like protein 1	seq.8815.1	8815-1	3	SL012603	Olfactomedin-like protein 1	OLFL1	Q6UWY5	283298	Human	RFU	Protein	20	PASS	0.0403882840627681	0.0448765777573755	0.21059731460512	370.52405	NA
4382	OLFML3	1	114522063	114524876	x0so6936	NA	float	66.8	51430.6	-89	seq.8660.33	Olfactomedin-like protein 3	seq.8660.33	8660-33	3	SL009409	Olfactomedin-like protein 3	OLFL3	Q9NRN5	56944	Human	RFU	Protein	0.5	PASS	0.0345894528649216	0.0463996231422298	0.103744182974738	129.3128	NA
